	X1.2018-Nov	X2.2018-Dec	X3.2019-Jan	X4.2019-Feb	X5.2019-Mar	X6.2019-Apr	X7.2019-May	X8.2019-Jun	X9.2019-Jul	X10.2019-Aug	X11.2019-Sep	X12.2019-Oct	X13.2019-Nov	X14.2019-Dec	X15.2020-Jan	X16.2020-Feb	X17.2020-Mar	X18.2020-Apr	X19.2020-May	X20.2020-Jun	X21.2020-Jul	X22.2020-Aug	X23.2020-Sep	X24.2020-Oct	X25.2020-Nov	X26.2020-Dec	X27.2021-Jan	X28.2021-Feb	X29.2021-Mar	X30.2021-Apr	X31.2021-May	X32.2021-Jun
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__19663bp__001210..full	5.743454	4.6240616	2.7724783	2.199405	0.66734445	0.5807047	0.365786	0.56806785	0.73808795	0.73825216	1.0254102	0.699435485	0.37346077	0.59298027	0.47321028	0.433804	0.4711105	0.816837	1.1625635	1.50829	1.8540165	2.8413725	1.7335583	1.9353787	1.1029456	0.890255	0.6293641	0.441681665	0.25399923	0.08377642	0.17851493	0.25707704
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__19641bp__001213..full	0.5663558	0.8329042	1.1508356	0.8052214	0.36271417	0	0.1788216	0	0	0.03408404	0	0.0234308875	0.046861775	0.053808127	0.08452908	0.14864755	0	0	0	0	0	0	0	0	0	0.052223083	0	0	0	0.08971256	0	0
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__19305bp__001253..full	1.1457177	1.6731381	3.663743	2.6905484	1.3231249	0.12131579	0.29629296	0.08163801	0	0	0	0.26838672	0.53677344	2.3001413	5.042753	7.872649	5.347294	4.0398006875	2.732307375	1.4248140625	0.11732075	0.18310487	2.5388536	1.4382074	1.1474218	1.2757419	0.71085155	0.494258105	0.27766466	0.20933525	0.14585093	0.0670774
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__19262bp__001258..full	2.4162664	2.513139	1.0781072	1.0004048	0.17352986	0.16774452	0	0	0	0	0	0	0	0	0.07835678	0.0576473	0.31177923	0.2338344225	0.155889615	0.0779448075	0	0	1.2788092	0.22842728	0	0.06412991	0.55980766	0.32528813	0.0907686	0.12627931	0	0
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__19062bp__001289..full	0.38106275	0.43354988	0.49572924	0.5705792	0.573884	0.77967954	0.23426805	0.1287205	0.19110228	0.19819547	0.20865285	0.148055295	0.08745774	0.10097173	0.89868194	1.6165255	3.7194443	2.900124875	2.08080545	1.261486025	0.4421666	0.3088484	0.39374146	0.39910176	0.47111678	0.6998261	0.66364497	0.73078966	0.79793435	0.6071365	0.45806876	0.34338236
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__18970bp__001303..full	0.12382757	0.17540437	1.8028909	2.4944057	0.5638143	0.5903972	0.28387782	0.06482768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__18897bp__001316..full	0.5748846	0.6629776	1.0120934	1.1803831	0.37114888	1.5266532	0.099116325	0.1571433	0.43791476	0.63236976	1.3388724	0.788181095	0.23748979	0.23733371	0.64916366	0.42394534	0.46663275	0.3499745625	0.233316375	0.1166581875	0	0.06906991	0.12823984	0.068443365	0.18541577	0.31397012	0.14473253	0.072366265	0	0	0	0
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__18757bp__001337..full	6.4159307	5.592939	4.901194	6.0771914	1.109583	4.236938	0.7055686	0.32976204	0.16868055	0.18979877	0.16941419	0.15582805	0.14224191	0.09804278	0.8316357	0.45724088	1.2454402	0.93408015	0.6227201	0.31136005	0	0.105307475	0.18347913	0	0.062097393	0.11230318	0.12548505	0.10292787	0.08037069	0.07453623	0	2.3554947
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__15409bp__001944..full	0.5934914	0.49096635	1.8419197	2.106547	0.71932524	5.150914	0.33861032	0.40671027	0.62331605	0.58595467	0.64469206	0.50185965	0.35902724	0.31319663	2.197345	3.323201	2.125438	1.6331860825	1.140934165	0.6486822475	0.15643033	1.0119582	1.2540543	1.0687007	0.8081361	1.6246146	1.1863143	0.854032015	0.52174973	0.17026715	0.09325763	0.16805698
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__15058bp__002032..full	1.7787458	2.1977134	4.7274303	3.5464754	0.69051427	0.091455825	0.4221073	0.113144115	0	0	0.103261314	1.137554107	2.1718469	2.7253218	0.4410672	0.4882674	0	0	0	0	0	0	0	0	0.0921908	0.08423954	0	0	0	0	0	0
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__13557bp__002510..full	1.7710799	4.049447	1.8467335	1.4306633	0.23773259	1.262906	0.21220174	0.0752644	0.075266644	1.2671037	1.1859522	1.13384845	1.0817447	0.40759805	1.5746007	1.8775698	0.18039288	0.147125843	0.113858806	0.080591769	0.047324732	0	0	1.2975177	2.5655448	3.349502	1.5867189	0.90263737	0.21855584	0.17660184	0.07644478	0.16947377
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__12788bp__002800..full	0.33569783	0.4492515	0.5563977	0.2831846	0.2083513	0.37396094	0	0.058423057	0.05400587	0.08686402	0.08418154	0.093854707	0.103527874	0.08655944	0.12225653	0.19689392	0.15571398	0.1494752275	0.143236475	0.1369977225	0.13075897	0.082213655	0.07257717	0.1903784	0.3636362	0.42525074	0.2925075	0.267844675	0.24318185	0.29433814	0.21332659	0.18376428
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__12217bp__003034..full	3.3281302	3.5955598	2.9108315	2.4323175	0.45571244	1.4510324	0.42255262	0.10513837	0	0	0	0.027510751	0.055021502	2.584915	1.1136152	1.9736786	0.7032374	0.52742805	0.3516187	0.17580935	0	0	0	0	0	0.07492866	0.102044	0.0895839475	0.077123895	0.14500983	0	0.089751065
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__71237bp__000030..full	6.1067944	6.545713	10.315242	7.294275	1.6732303	4.4120526	0.63367105	0.35634205	0	0.08000703	0.30280197	0.755351135	1.2079003	1.1913391	7.461403	9.441559	2.4964988	1.9238656325	1.351232465	0.7785992975	0.20596613	0	0.18761061	0.67993903	0.8202487	1.2469463	1.1473597	0.91496812	0.68257654	0.5921733	0	0
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__56056bp__000077..full	5.7904067	4.8315215	2.9279547	2.2727818	1.5873599	0.08563751	0.495317	12.385134	9.627516	10.77282	14.696347	8.5972352	2.4981234	2.0446527	0.97478455	0.89033073	0.5261291	0.83466305	1.143197	1.45173095	1.7602649	4.3821387	6.369028	4.5098033	1.4013392	0.8746605	0.6756453	0.71123555	0.7468258	0.40761474	0.42592052	0.47305393
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__55364bp__000081..full	22.15052	20.9629	15.53726	16.416405	13.5280485	3.6733322	5.30937	70.04292	61.64426	56.752262	69.15145	46.162882	23.174314	24.35789	15.76322	12.485181	9.580198	10.86047	12.140742	13.421014	14.701286	20.83402	20.785532	14.786633	7.1212378	5.777005	5.1343284	5.9105425	6.6867566	4.02972	4.4945955	5.5194025
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__40411bp__000217..full	126.044174	123.471146	40.081524	34.247128	5.9541802	0.24804986	0	0.051820017	0	0.16931161	0.15829852	0.47989011	0.8014817	1.2898495	2.3779829	1.2079027	0.35022396	0.26266797	0.17511198	0.08755599	0	0	0	0	0.16685121	0.25067496	0.29003233	0.218611935	0.14719154	0.16865218	0	0
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__39588bp__000231..full	37.83727	29.31746	11.18641	9.328889	2.452136	0.43188968	0.3610701	0.20175043	0.4990677	0.82598186	0.46517393	0.232586965	0	0	0	0	0	0.17906475	0.3581295	0.53719425	0.716259	0.4460876	0.7853331	0.79720557	0.5600506	0.5041588	0.51533985	0.257669925	0	0	0	0
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__37856bp__000265..full	37.80702	29.277187	14.217109	15.558928	6.1543393	0.26148963	4.101207	2.857113	2.8849463	4.6904607	3.7969136	3.0184729	2.2400322	1.4044015	2.7608416	2.7588701	3.617616	3.874082425	4.13054885	4.387015275	4.6434817	3.5849648	8.142216	9.004201	4.866931	3.466344	3.2709687	2.62018945	1.9694102	2.846287	3.0052924	2.726644
X2019.Jan.viral.fraction__viral.spades.short__as.yet.unknown__30303bp__000464..full	24.235275	19.612347	12.19079	7.9917674	1.4487598	0.5249004	0.545692	0.04769431	0	0	0.056612894	0.166063062	0.27551323	0.13235584	0.3536538	0.20331699	0.3793451	0.284508825	0.18967255	0.094836275	0	0	0	0	0.16532318	0.19588538	0.13071212	0.06535606	0	0.052357275	0	0
X2019.Feb.viral.fraction__viral.spades.short__as.yet.unknown__31391bp__000027..full	2.8828468	13.240312	6.67016	56.88398	63.86958	2.084421	39.50114	112.58438	28.380371	15.9768095	4.332387	2.7500465	1.167706	0.4592013	0.41972777	0.3827478	0.461618	0.49471269	0.52780738	0.56090207	0.59399676	0.61094636	0.8180881	0.61103	0.18339129	0.09874085	0.120345384	0.123881652	0.12741792	0.31303567	5.550301	1.9623469
X2019.Feb.viral.fraction__viral.spades.short__as.yet.unknown__17389bp__000155..full	10.725475	9.115457	5.7383666	6.3542743	1.0798308	2.553246	0.7110673	0.4117599	0.17602473	0.21698005	0.18372531	0.13735726	0.09098921	0.0775227	0.60630906	0.3891769	0.9122099	0.71573964	0.51926938	0.32279912	0.12632886	0.18068519	0.4346862	0.12416715	0.08037947	0.10845396	0.115027204	0.0867125745	0.058397945	0.10793473	0	3.262642
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__183656bp__000009..full	6.290513	8.313132	7.703969	7.8524723	11.827581	4.874718	1.9192772	0.74309254	2.127775	1.985789	4.3015504	4.358341	4.4151316	8.641499	6.4713845	3.8731258	2.782764	3.594562675	4.40636135	5.218160025	6.0299587	5.1466317	3.3717065	3.109675	5.3929453	5.558733	4.0357556	4.4336376	4.8315196	6.237094	3.6705246	1.0180752
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__124078bp__000022..full	1.5932701	1.5097804	3.7924588	3.5864167	5.800727	2.6143105	1.1706414	0.40491825	0.3605017	0.3145868	0.27181596	45.85571098	91.439606	64.86968	16.796762	10.409814	1.3613322	1.1670089825	0.972685765	0.7783625475	0.58403933	0.2190665	4.918368	2.5954077	3.1410046	3.1929939	2.5686154	2.55621275	2.5438101	2.340333	1.6523856	0.3072012
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__108176bp__000029..full	0.19486676	0.2116994	0.6871525	0.9586857	2.7594619	6.238353	2.3957167	1.2556107	0.45499673	0.40503013	0.3277758	0.253075985	0.17837617	0.47321332	1.8242123	2.0676448	3.8409743	3.00018706	2.15939982	1.31861258	0.47782534	0.2556257	0.21752732	0.13707523	0.0965432	0.16862096	0.18842182	0.22441848	0.26041514	0.24970944	0.15407886	0.10666421
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__102096bp__000035..full	0.04021129	0.043914746	4.2630715	4.268844	4.901048	5.7890496	0.92822105	0.28923017	0.24225768	0.16076742	0.1634513	0.1186750275	0.073898755	0.10008513	2.651138	1.8098747	1.7908009	1.4529355925	1.115070285	0.7772049775	0.43933967	0.23121741	0.12955528	0.06239676	0.26374674	1.4282233	1.4187276	1.53566945	1.6526113	2.5402482	1.0564337	0.36123723
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__101424bp__000036..full	0.1914918	0.25722432	2.3374624	4.128604	20.847115	4.399679	7.3332095	4.3970623	1.2632104	1.218134	5.898848	4.31595015	2.7330523	2.312902	1.6732473	1.528267	0.8698593	0.6956627275	0.521466155	0.3472695825	0.17307301	0.31056765	0.57247204	0.5041717	0.584424	0.97871786	0.8831116	1.2265584	1.5700052	2.0551386	0.98524725	0.43622002
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__97102bp__000038..full	0.18551691	0.29087663	1.9093765	5.3469086	13.178832	1.1866325	7.051583	1.7018006	0.8719741	0.70683	0.83375806	0.660323905	0.48688975	0.9866566	1.2570212	1.1566439	1.649217	1.507274125	1.36533125	1.223388375	1.0814455	0.8827587	0.82608545	0.6114562	1.5236285	2.9016774	3.1433606	5.0650968	6.986833	9.494589	2.9478388	1.5615367
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__88704bp__000045..full	0	0	0.40777677	2.7027795	6.220869	0.50795543	6.5819783	0.6187139	0.10851142	0.16241623	0.43959177	0.219795885	0	0	0.12164678	0.13315398	1.4885875	1.116440625	0.74429375	0.372146875	0	0.09180241	0.0953654	0	0	0.09921184	0.24813507	0.524433335	0.8007316	1.5937511	0.6256365	0.35574225
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__68235bp__000066..full	8.592071	11.89568	9.997654	10.207089	4.136063	0.2583498	2.6372929	1.0639682	0.49764705	0.73006564	0.81944954	6.69036127	12.561273	5.8801703	7.44484	4.1634655	1.7975024	1.37504864	0.95259488	0.53014112	0.10768736	0	0.12027658	0.29074258	0.22204162	0.15127736	0.19891438	0.341549875	0.48418537	0.75189406	0.45586985	0.31095836
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__62423bp__000077..full	2.165162	1.9905998	6.1833625	7.671784	15.255187	8.244135	7.6683726	2.788493	2.7023752	2.1333294	2.780562	2.0598169	1.3390718	1.6360533	5.8682876	6.0846014	12.427118	9.92334	7.419562	4.915784	2.412006	1.8713993	1.7314878	1.1964247	1.3481388	2.6586483	3.555433	5.0982047	6.6409764	6.2131867	3.4835181	1.6007706
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__60196bp__000083..full	183.40176	140.54753	70.46693	54.702797	41.326977	1.1777713	11.616129	3.3149395	4.9195366	4.338206	3.353155	3.362569	3.371983	8.938275	11.955186	12.179288	6.986028	6.19097135	5.3959147	4.60085805	3.8058014	2.345729	3.5752344	5.364594	2.9424481	3.0208428	3.5590093	4.07892	4.5988307	6.0840206	5.2327294	2.440467
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__59621bp__000088..full	5.405094	6.2503934	6.6202664	5.424295	2.2358363	0.07619347	1.2753474	0.41802529	0.6359339	0.45918205	0.43039015	0.899264725	1.3681393	1.1447182	1.1237282	1.1387347	0.52501804	0.544767115	0.56451619	0.584265265	0.60401434	0.2708481	0.2969213	0.5879585	1.219353	1.230642	0.907666	0.67814459	0.44862318	0.4887334	0.6727572	0.65153474
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__52908bp__000126..full	0.2650782	0.31409743	1.4635311	2.6995628	23.52078	4.370115	18.62421	6.513494	5.659172	32.273853	44.200256	26.7113615	9.222467	3.8727298	3.2616467	4.4492197	5.0486336	4.549800825	4.05096805	3.552135275	3.0533025	0.71107614	0.3759739	0.24850881	0.27719912	0.8394128	4.1746883	36.31929665	68.463905	117.3892	43.635616	11.063403
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__52750bp__000128..full	49.268154	50.108376	32.997326	27.665293	9.883035	10.015722	0.754881	0.6150395	0	0.088411376	0.09652797	0.585589885	1.0746518	1.565548	1.7079026	1.8150165	3.8964036	2.9223027	1.9482018	0.9741009	0	0.072492175	5.1555076	2.4689658	2.3215575	2.7139387	1.9152322	1.2929624	0.6706926	0.5230677	0.17997849	0.13007821
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__50181bp__000143..full	0.5138395	0.8152322	2.2014081	12.93856	8.473658	61.42312	6.2297764	2.2265983	0.35907122	0.17253786	0.105403215	0.0527016075	0	0	0.15540335	0.09192649	0.21625338	0.577163735	0.93807409	1.298984445	1.6598948	0.1847371	0.30453613	0.13868299	0.2207366	0.31642735	1.2915235	14.16034425	27.029165	27.691319	12.834005	5.4311113
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__49317bp__000148..full	1.2022889	1.1070007	0.9987538	0.8202184	0.9817664	0.04506656	1.0288398	0.43553904	0.32118323	0.42863584	0.46955743	0.449178115	0.4287988	0.33862814	0.17552239	0.17894532	0.10421164	0.1290562025	0.153900765	0.1787453275	0.20358989	0.17074302	0.07160804	0.20485395	0.14170232	0.10018186	0.059042968	0.073036734	0.0870305	0.11358547	0.055502392	0.3319996
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__48590bp__000160..full	3.1232717	3.4227896	6.41274	5.771026	4.2154665	15.722906	3.013907	2.0504081	0.95529217	0.95528054	1.1956135	1.015791625	0.83596975	0.75333554	2.5786598	3.4339619	3.967714	3.4738327	2.9799514	2.4860701	1.9921888	0.97704846	1.2220411	0.6170627	0.62584054	0.86521244	0.9590333	0.77220545	0.5853776	0.69152695	0.48728904	3.3680205
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__48511bp__000161..full	38.59997	34.41264	27.432777	29.88979	22.496357	9.279731	8.242679	4.0323	11.705425	10.828084	11.524061	8.5369116	5.5497622	5.507729	7.6408653	6.9470387	8.226763	10.149185	12.071607	13.994029	15.916451	10.876247	13.426182	14.298186	11.792244	11.896704	15.265651	16.368695	17.471739	16.228949	14.393706	6.641614
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__47787bp__000167..full	3.3072615	2.9159656	6.517889	7.1110067	12.619904	1.360049	5.1944494	2.8996162	9.945037	5.233905	5.525773	9.837478	14.149183	15.690286	9.762944	10.279497	7.611887	7.602745	7.593603	7.584461	7.575319	6.974179	6.190393	12.090579	14.735075	12.504342	15.663947	15.388115	15.112283	9.706007	12.863136	6.5290065
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__47269bp__000172..full	0.9843792	3.8798494	2.8118184	2.1684902	1.6035031	0.9387979	0.5733974	0.124493204	0.068678275	0.03282917	0	0	0	0	0	0	0	0.0270402975	0.054080595	0.0811208925	0.10816119	0	0	0	0	0	0	0	0	0	0	0
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__46658bp__000178..full	9.185513	7.7744665	7.056949	8.229189	5.947599	1.5234207	3.373129	1.0993834	3.8473141	3.084129	4.649119	4.4728785	4.296638	3.5402863	3.6743147	3.6428337	4.317768	3.9153221	3.5128762	3.1104303	2.7079844	2.3585873	3.541819	3.3377123	3.0909014	2.7475588	3.2799718	3.31054485	3.3411179	2.8188758	3.5189576	1.8734804
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__46330bp__000181..full	8.82611	7.935232	11.341906	11.66585	11.349304	17.462011	3.223502	3.298693	6.0907755	3.9906151	3.3742585	4.09328275	4.812307	4.587487	3.5637448	3.5975542	3.8009129	3.895633425	3.99035395	4.085074475	4.179795	2.5186458	1.9616661	1.7236472	1.4857903	1.7941298	1.9905506	2.0535598	2.116569	1.5964432	1.205064	5.483302
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__44677bp__000198..full	0.06030911	0.061994545	4.4803743	7.3011584	15.445697	1.257053	3.5234504	0.864107	0.18108061	0.09671003	0.04168108	0.043524017	0.045366954	0.49803552	6.3331523	9.011187	9.181205	7.00969543	4.83818586	2.66667629	0.49516672	0.16702107	0.093162455	0	0.058441322	0.6040436	8.4481735	12.06012675	15.67208	23.589981	8.095496	1.8777882
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__44397bp__000204..full	27.037722	27.884457	19.418787	9.72794	2.1085484	0.07350401	0.19562413	0	0	0.04249087	0.040596228	1.103719114	2.166842	1.1014769	0.6728178	0.5085825	0.14134963	0.1060122225	0.070674815	0.0353374075	0	0	0	0	0	0.08296626	0	0	0	0	0	0.062562935
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__42783bp__000215..full	0.988132	1.0830196	4.5248704	6.259923	9.075533	1.3568635	2.3973904	2.4025095	0.95420367	0.5508566	0.5023739	0.42039284	0.33841178	0.3018732	1.6384045	2.1483665	3.052974	2.4163959	1.7798178	1.1432397	0.5066616	0.5313709	0.7707508	0.561588	0.8004427	1.3425772	2.2500672	2.67316685	3.0962665	2.641901	1.4976741	1.0944964
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__42770bp__000216..full	0.85053957	0.62461257	0.6115112	0.6098708	1.0809568	0.26242334	0.2383918	0	0.08290709	0.06602567	0	0	0	0.091994114	0.7429697	1.054162	1.6337157	1.2604393825	0.887163065	0.5138867475	0.14061043	0.09102208	0.061879255	0.05509942	0.046804205	0.050586216	0.054489113	0.088929884	0.123370655	0.22141497	0.14786015	0.07712722
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41750bp__000228..full	20.200499	19.885876	21.054974	22.825659	31.166256	1.7651451	15.869579	8.432821	21.165825	17.9768	20.961437	45.6007285	70.24002	66.46491	45.17348	40.856365	33.634598	30.83118275	28.0277675	25.22435225	22.420937	15.707686	17.052647	38.469444	28.761057	21.39332	23.318508	27.241065	31.163622	31.625702	26.85556	13.809806
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41529bp__000231..full	2.327061	3.1990423	3.3312323	7.1961913	3.827265	0.15707737	4.407009	1.367636	2.0858836	1.3943784	1.4583231	1.2375815	1.0168399	0.9373679	3.6527278	2.707766	4.3984137	3.3873216375	2.376229575	1.3651375125	0.35404545	0.5777929	1.0387588	1.1372079	2.2647152	1.667727	1.9479702	1.8436291	1.739288	1.0692374	1.3692049	1.0129502
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41447bp__000232..full	0.116480574	0.13477989	0.9610029	1.3305027	1.7823826	0.7319559	0.5294228	0.1749577	0.097228244	0.114346966	0.15231416	0.108344535	0.06437491	0.15841247	0.69604886	0.65059835	0.6119513	0.4858168	0.3596823	0.2335478	0.1074133	0.118451625	0.11194884	0.0663488	0.12552954	0.3685509	0.45275828	0.670314355	0.88787043	0.6580268	0.21771684	0.15344243
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41110bp__000236..full	0.61591375	0.61177635	4.2609715	5.6669197	2.0759556	0	0.22455472	0.24529113	0.2313831	0.1158311	0.12404648	0.155345455	0.18664443	0.25948644	1.8754064	1.6668354	1.4483485	1.10446666375	0.7605848275	0.41670299125	0.072821155	0	0.071878746	0.49893397	4.3964124	12.787061	12.369959	8.8595367	5.3491144	2.0956347	1.1314335	0.75109303
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__39421bp__000261..full	0.09902038	0.15334456	1.1056174	2.2034514	1.5223697	0	0.26001468	0.09239688	0.048122566	0	0	0	0	0.037775565	0.75589293	1.7396299	1.1418283	0.856371225	0.57091415	0.285457075	0	0	0	0	0	0	0	0	0	0	0	0
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__39319bp__000262..full	0	0	3.513526	8.667129	9.5356	3.8294003	1.0934616	0.17618655	0.20731185	0.08996489	0	0	0	0.20327054	2.2233524	1.903462	2.190795	1.72416735	1.2575397	0.79091205	0.3242844	0.10260807	0.06560432	0	0	0.37648717	3.344995	5.835589	8.326183	5.153144	2.9321115	0.6385293
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__38704bp__000274..full	0	0	0.3209885	0.71638584	1.4140431	1.0183207	0.85642296	0.32022753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__38308bp__000278..full	6.3287997	6.2108293	5.486752	6.5659904	7.4087873	0.14020495	1.3918875	0.22940043	0.7146557	0.79870874	0.93022585	13.957990925	26.985756	42.138176	21.568619	16.24431	2.9777288	3.749145	4.5205612	5.2919774	6.0633936	4.50242	10.816182	21.192709	17.154346	12.264558	10.868682	9.6014845	8.334287	9.134173	8.165363	2.5342762
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__38159bp__000281..full	1.2771447	1.1618695	1.6245645	2.210762	3.0811696	0.886787	1.2806705	0.5519454	0.9501668	0.8061875	0.7774796	0.7562293	0.734979	1.0050956	1.3577685	1.322984	1.3318895	1.19225756	1.05262562	0.91299368	0.77336174	0.6169424	0.621658	0.72918606	0.53926885	0.58383137	0.693879	0.7691716	0.8444642	0.8843574	0.76091325	0.32210165
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36910bp__000304..full	0.09031985	0.10450882	2.5947733	5.084337	2.8770857	12.663958	0.21297121	0.46080637	0.33591977	0.23681587	0.21825376	0.144570795	0.07088783	0.18825783	7.8845167	7.6517577	8.607059	6.6194980575	4.631937115	2.6443761725	0.65681523	0.34708664	0.47135577	0.17770897	0.13359773	0.21843354	0.34684318	1.75900944	3.1711757	1.2061945	1.0536814	1.3804262
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36488bp__000307..full	0.32710454	0.31943685	2.0975504	2.5013552	5.947721	0.3925336	1.9449697	0.71329147	0.7315639	0.42489105	0.22522043	0.192251825	0.15928322	0.4958025	1.7984308	2.2873342	3.7400727	2.99106625	2.2420598	1.49305335	0.7440469	0.36248866	0.23111336	0.15017182	0.2210645	0.65983945	1.0436121	1.77091315	2.4982142	2.0074515	1.4444299	0.54749477
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__35755bp__000325..full	0.92118937	0.7317379	1.0562403	1.50496	2.9522064	4.4267693	1.4150398	0.7271106	1.5152357	1.0686274	1.175166	0.873763	0.57236	0.66302717	1.3932085	1.454696	1.8065922	1.5473414625	1.288090725	1.0288399875	0.76958925	0.49136913	0.40112707	0.34180394	0.25408766	0.28716	0.4009495	0.5124386	0.6239277	0.6036484	0.49842927	0.21669984
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34793bp__000340..full	0.23254693	0.21329747	0.46211466	0.36475018	0.64231086	1.5269463	0.3825133	0.14129417	0.18837659	0.2175556	0.2846923	0.20316652	0.12164074	0.1583355	0.24956931	0.3005218	0.60112256	0.5128427975	0.424563035	0.3362832725	0.24800351	0.16384727	0.1371413	0.07458045	0.07667499	0.1217779	0.10674944	0.18994772	0.273146	0.24681018	0.16262531	0.11440204
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34435bp__000349..full	0.84743464	1.2761579	4.5382004	10.804725	5.4097652	13.032566	4.502849	1.1134615	0.49412754	0.32318947	0.5968536	0.5910812	0.5853088	0.46590322	1.8304718	0.88562155	1.0381871	0.778640325	0.51909355	0.259546775	0	0	0	0	0	0	0.20830093	0.104150465	0	0	0	0
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34328bp__000355..full	2.8066792	2.9054706	4.3274894	5.66017	4.58931	7.109828	3.8361344	5.2527356	7.25718	7.1833115	6.716876	4.9729688	3.2290616	2.4566061	3.379035	3.0028155	2.708445	2.599279875	2.49011475	2.380949625	2.2717845	1.7424711	1.6004543	2.0103185	1.4905037	1.427913	1.5824264	1.78977715	1.9971279	1.1775469	1.4336495	1.5094478
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34235bp__000360..full	2.5355368	2.434539	4.900753	5.262673	1.7369994	1.5502753	0.6643955	0.4829648	0.46210745	0.3306423	0.31589916	0.18981857	0.06373798	0.09990174	0.7693004	0.7459862	0.8499023	0.71628832	0.58267434	0.44906036	0.31544638	0.13699259	0.08684508	0.06842519	0.46981034	0.50965124	0.65303016	0.553268745	0.45350733	0.19916016	0.12821995	0.14062029
X2019.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34084bp__000363..full	0	0	0.78304476	0.9779869	0.964474	0.50988394	0.32873374	0.10823696	0	0	0	0	0	0.13890736	0.7966772	0.91996354	0.6015464	0.4511598	0.3007732	0.1503866	0	0	0.041760925	0	0	0	0	0	0	0	0	0
